date,year,team,win_pct,attendance,attendance%,num_home_game,opp,opp_win_pct,start_time,cli
2012-04-06,2012,ARI,1.0,49130.0,100.0,1,SFG,0.0,Day,1.04
2012-04-07,2012,ARI,1.0,34789.0,71.53,2,SFG,0.0,Day,1.11
2012-04-08,2012,ARI,1.0,24193.0,49.75,3,SFG,0.0,Day,1.16
2012-04-16,2012,ARI,0.7,17366.0,35.71,4,PIT,0.3,Night,1.05
2012-04-17,2012,ARI,0.64,19198.0,39.48,5,PIT,0.36,Night,1.08
2012-04-18,2012,ARI,0.58,18368.0,37.77,6,PIT,0.42,Day,1.08
2012-04-19,2012,ARI,0.54,18110.0,37.24,7,ATL,0.62,Night,1.05
2012-04-20,2012,ARI,0.5,27761.0,57.08,8,ATL,0.64,Night,0.98
2012-04-21,2012,ARI,0.47,30188.0,62.07,9,ATL,0.67,Night,0.9
2012-04-22,2012,ARI,0.5,28679.0,58.97,10,ATL,0.62,Day,0.9
2012-04-23,2012,ARI,0.53,21195.0,43.58,11,PHI,0.41,Night,0.87
2012-04-24,2012,ARI,0.5,24213.0,49.79,12,PHI,0.44,Night,0.93
2012-04-25,2012,ARI,0.47,25934.0,53.33,13,PHI,0.47,Day,0.95
2012-05-07,2012,ARI,0.47,26447.0,54.38,14,STL,0.62,Night,0.95
2012-05-08,2012,ARI,0.45,30156.0,62.01,15,STL,0.63,Night,0.92
2012-05-09,2012,ARI,0.44,27710.0,56.98,16,STL,0.65,Night,0.81
2012-05-11,2012,ARI,0.45,35792.0,73.6,17,SFG,0.47,Night,0.88
2012-05-12,2012,ARI,0.44,31719.0,65.22,18,SFG,0.48,Night,0.92
2012-05-13,2012,ARI,0.43,35430.0,72.85,19,SFG,0.5,Day,0.86
2012-05-21,2012,ARI,0.44,24768.0,50.93,20,LAD,0.69,Night,0.89
2012-05-22,2012,ARI,0.43,25738.0,52.92,21,LAD,0.7,Night,0.73
2012-05-23,2012,ARI,0.44,27645.0,56.84,22,LAD,0.68,Night,0.62
2012-05-25,2012,ARI,0.43,35478.0,72.95,23,MIL,0.42,Night,0.57
2012-05-26,2012,ARI,0.45,30184.0,62.06,24,MIL,0.41,Night,0.55
2012-05-27,2012,ARI,0.46,33481.0,68.84,25,MIL,0.4,Day,0.58
2012-06-04,2012,ARI,0.45,22881.0,47.05,26,COL,0.44,Night,0.66
2012-06-05,2012,ARI,0.46,22322.0,45.9,27,COL,0.44,Night,0.59
2012-06-06,2012,ARI,0.47,23069.0,47.43,28,COL,0.43,Night,0.66
2012-06-08,2012,ARI,0.48,25787.0,53.02,29,OAK,0.44,Night,0.62
2012-06-09,2012,ARI,0.49,28061.0,57.7,30,OAK,0.43,Night,0.68
2012-06-10,2012,ARI,0.5,28112.0,57.8,31,OAK,0.43,Day,0.71
2012-06-18,2012,ARI,0.49,24284.0,49.93,32,SEA,0.42,Night,0.72
2012-06-19,2012,ARI,0.49,21568.0,44.35,33,SEA,0.43,Night,0.75
2012-06-20,2012,ARI,0.49,29630.0,60.93,34,SEA,0.42,Day,0.76
2012-06-22,2012,ARI,0.5,34654.0,71.26,35,CHC,0.34,Night,0.88
2012-06-23,2012,ARI,0.51,38542.0,79.25,36,CHC,0.34,Night,0.91
2012-06-24,2012,ARI,0.51,33448.0,68.78,37,CHC,0.33,Day,0.9
2012-07-02,2012,ARI,0.49,19633.0,40.37,38,SDP,0.38,Night,1.07
2012-07-03,2012,ARI,0.49,21329.0,43.86,39,SDP,0.39,Night,0.96
2012-07-04,2012,ARI,0.48,48819.0,100.0,40,SDP,0.4,Night,0.88
2012-07-05,2012,ARI,0.48,23002.0,47.3,41,LAD,0.56,Night,1.0
2012-07-06,2012,ARI,0.48,24891.0,51.18,42,LAD,0.55,Night,0.85
2012-07-07,2012,ARI,0.49,36903.0,75.88,43,LAD,0.55,Night,0.95
2012-07-08,2012,ARI,0.49,30523.0,62.76,44,LAD,0.54,Day,1.1
2012-07-20,2012,ARI,0.48,23567.0,48.46,45,HOU,0.36,Night,0.67
2012-07-21,2012,ARI,0.49,35665.0,73.33,46,HOU,0.36,Night,0.7
2012-07-22,2012,ARI,0.49,20951.0,43.08,47,HOU,0.35,Day,0.76
2012-07-23,2012,ARI,0.5,20056.0,41.24,48,COL,0.38,Night,0.8
2012-07-24,2012,ARI,0.51,20432.0,42.01,49,COL,0.38,Night,0.84
2012-07-25,2012,ARI,0.5,23385.0,48.08,50,COL,0.38,Night,0.9
2012-07-26,2012,ARI,0.49,22010.0,45.26,51,NYM,0.48,Night,0.85
2012-07-27,2012,ARI,0.5,23150.0,47.6,52,NYM,0.48,Night,0.76
2012-07-28,2012,ARI,0.5,33759.0,69.42,53,NYM,0.48,Night,0.83
2012-07-29,2012,ARI,0.5,32134.0,66.07,54,NYM,0.48,Day,0.96
2012-08-10,2012,ARI,0.5,29362.0,60.37,55,WSN,0.62,Night,1.06
2012-08-11,2012,ARI,0.5,34030.0,69.97,56,WSN,0.62,Night,0.9
2012-08-12,2012,ARI,0.5,27345.0,56.23,57,WSN,0.62,Day,0.76
2012-08-20,2012,ARI,0.51,17707.0,36.41,58,MIA,0.46,Night,0.88
2012-08-21,2012,ARI,0.5,17434.0,35.85,59,MIA,0.46,Night,0.8
2012-08-22,2012,ARI,0.51,17239.0,35.45,60,MIA,0.46,Day,0.7
2012-08-22,2012,ARI,0.51,17239.0,35.45,61,MIA,0.45,Day,0.7
2012-08-22,2012,ARI,0.51,20027.0,41.18,62,MIA,0.46,Night,0.77
2012-08-22,2012,ARI,0.51,20027.0,41.18,63,MIA,0.45,Night,0.77
2012-08-24,2012,ARI,0.51,32726.0,67.29,64,SDP,0.45,Night,0.78
2012-08-25,2012,ARI,0.5,27619.0,56.79,65,SDP,0.45,Night,0.58
2012-08-26,2012,ARI,0.5,28172.0,57.93,66,SDP,0.46,Day,0.46
2012-08-27,2012,ARI,0.5,17966.0,36.94,67,CIN,0.6,Night,0.41
2012-08-28,2012,ARI,0.49,20550.0,42.26,68,CIN,0.6,Night,0.34
2012-08-29,2012,ARI,0.49,18451.0,37.94,69,CIN,0.61,Day,0.2
2012-09-11,2012,ARI,0.49,23966.0,49.28,70,LAD,0.52,Night,0.14
2012-09-12,2012,ARI,0.5,25048.0,51.5,71,LAD,0.52,Night,0.22
2012-09-14,2012,ARI,0.49,31856.0,65.5,72,SFG,0.57,Night,0.27
2012-09-15,2012,ARI,0.49,39169.0,80.54,73,SFG,0.57,Night,0.18
2012-09-16,2012,ARI,0.49,29051.0,59.74,74,SFG,0.57,Day,0.1
2012-09-18,2012,ARI,0.5,20811.0,42.79,75,SDP,0.48,Night,0.12
2012-09-19,2012,ARI,0.5,21013.0,43.21,76,SDP,0.48,Night,0.14
2012-09-20,2012,ARI,0.5,17821.0,36.64,77,SDP,0.48,Day,0.15
2012-09-28,2012,ARI,0.5,28463.0,58.53,78,CHC,0.38,Night,0.0
2012-09-29,2012,ARI,0.51,29084.0,59.8,79,CHC,0.37,Night,0.0
2012-09-30,2012,ARI,0.5,35535.0,73.07,80,CHC,0.38,Day,0.0
2012-10-01,2012,ARI,0.5,24123.0,49.6,81,COL,0.39,Night,0.0
2012-10-02,2012,ARI,0.5,22466.0,46.19,82,COL,0.39,Night,0.0
2012-10-03,2012,ARI,0.5,24344.0,50.06,83,COL,0.4,Day,0.0
2013-04-01,2013,ARI,1.0,48023.0,98.75,1,STL,0.0,Night,0.96
2013-04-02,2013,ARI,0.5,28356.0,58.31,2,STL,0.5,Night,0.99
2013-04-03,2013,ARI,0.67,26891.0,55.29,3,STL,0.33,Night,0.95
2013-04-08,2013,ARI,0.71,21392.0,43.99,4,PIT,0.29,Night,1.05
2013-04-09,2013,ARI,0.62,19872.0,40.86,5,PIT,0.38,Night,1.07
2013-04-10,2013,ARI,0.67,17769.0,36.54,6,PIT,0.33,Day,1.04
2013-04-12,2013,ARI,0.7,29520.0,60.7,7,LAD,0.6,Night,1.24
2013-04-13,2013,ARI,0.64,37214.0,76.52,8,LAD,0.64,Night,1.24
2013-04-14,2013,ARI,0.67,32313.0,66.44,9,LAD,0.58,Day,1.18
2013-04-25,2013,ARI,0.59,24532.0,50.44,10,COL,0.64,Night,1.32
2013-04-26,2013,ARI,0.57,28801.0,59.22,11,COL,0.65,Night,1.32
2013-04-27,2013,ARI,0.58,31019.0,63.78,12,COL,0.62,Night,1.31
2013-04-28,2013,ARI,0.6,24852.0,51.1,13,COL,0.6,Day,1.36
2013-04-29,2013,ARI,0.58,18036.0,37.09,14,SFG,0.54,Night,1.37
2013-04-30,2013,ARI,0.56,20319.0,41.78,15,SFG,0.56,Night,1.3
2013-05-01,2013,ARI,0.54,21277.0,43.75,16,SFG,0.57,Night,1.31
2013-05-09,2013,ARI,0.57,20000.0,41.12,17,PHI,0.44,Night,1.18
2013-05-10,2013,ARI,0.58,31939.0,65.67,18,PHI,0.43,Night,1.22
2013-05-11,2013,ARI,0.57,28144.0,57.87,19,PHI,0.45,Night,1.27
2013-05-12,2013,ARI,0.55,32808.0,67.46,20,PHI,0.46,Day,1.19
2013-05-13,2013,ARI,0.54,25051.0,51.51,21,ATL,0.58,Night,1.18
2013-05-14,2013,ARI,0.55,30154.0,62.0,22,ATL,0.56,Night,1.12
2013-05-15,2013,ARI,0.56,23542.0,48.41,23,ATL,0.55,Day,1.15
2013-05-24,2013,ARI,0.56,24043.0,49.44,24,SDP,0.45,Night,1.4
2013-05-25,2013,ARI,0.55,26628.0,54.75,25,SDP,0.46,Night,1.36
2013-05-26,2013,ARI,0.56,27639.0,56.83,26,SDP,0.45,Day,1.34
2013-05-27,2013,ARI,0.57,30638.0,63.0,27,TEX,0.63,Day,1.25
2013-05-27,2013,ARI,0.57,30638.0,63.0,28,TEX,0.62,Day,1.25
2013-05-27,2013,ARI,0.58,23622.0,48.57,29,TEX,0.63,Night,1.24
2013-05-27,2013,ARI,0.58,23622.0,48.57,30,TEX,0.62,Night,1.24
2013-06-07,2013,ARI,0.57,37542.0,77.19,31,SFG,0.52,Night,1.71
2013-06-08,2013,ARI,0.56,44574.0,91.65,32,SFG,0.52,Night,1.81
2013-06-09,2013,ARI,0.56,38222.0,78.59,33,SFG,0.53,Day,1.73
2013-06-17,2013,ARI,0.53,19354.0,39.8,34,MIA,0.32,Night,1.39
2013-06-18,2013,ARI,0.54,21067.0,43.32,35,MIA,0.31,Night,1.37
2013-06-19,2013,ARI,0.54,26867.0,55.24,36,MIA,0.31,Day,1.42
2013-06-21,2013,ARI,0.55,27819.0,57.2,37,CIN,0.59,Night,1.5
2013-06-22,2013,ARI,0.55,30567.0,62.85,38,CIN,0.58,Day,1.53
2013-06-23,2013,ARI,0.55,30723.0,63.17,39,CIN,0.58,Day,1.6
2013-07-05,2013,ARI,0.52,45505.0,93.57,40,COL,0.48,Night,1.95
2013-07-06,2013,ARI,0.53,22395.0,46.05,41,COL,0.48,Night,1.95
2013-07-07,2013,ARI,0.53,22090.0,45.42,42,COL,0.47,Day,1.86
2013-07-08,2013,ARI,0.53,22614.0,46.5,43,LAD,0.49,Night,1.94
2013-07-09,2013,ARI,0.52,23409.0,48.13,44,LAD,0.49,Night,2.07
2013-07-10,2013,ARI,0.52,24466.0,50.31,45,LAD,0.5,Night,2.14
2013-07-11,2013,ARI,0.52,17531.0,36.05,46,MIL,0.41,Night,1.63
2013-07-12,2013,ARI,0.53,19681.0,40.47,47,MIL,0.4,Night,1.54
2013-07-13,2013,ARI,0.53,33566.0,69.02,48,MIL,0.4,Night,1.57
2013-07-14,2013,ARI,0.53,25057.0,51.52,49,MIL,0.4,Day,1.61
2013-07-22,2013,ARI,0.52,21288.0,43.77,50,CHC,0.45,Night,1.61
2013-07-23,2013,ARI,0.52,21278.0,43.75,51,CHC,0.45,Night,1.6
2013-07-24,2013,ARI,0.51,21141.0,43.47,52,CHC,0.45,Night,1.61
2013-07-25,2013,ARI,0.52,23341.0,47.99,53,CHC,0.45,Night,1.48
2013-07-26,2013,ARI,0.52,22279.0,45.81,54,SDP,0.44,Night,1.55
2013-07-27,2013,ARI,0.52,30033.0,61.75,55,SDP,0.45,Night,1.67
2013-07-28,2013,ARI,0.51,24864.0,51.13,56,SDP,0.45,Day,1.6
2013-08-06,2013,ARI,0.51,19458.0,40.01,57,TBR,0.59,Night,1.08
2013-08-07,2013,ARI,0.51,18733.0,38.52,58,TBR,0.58,Night,1.16
2013-08-09,2013,ARI,0.52,25187.0,51.79,59,NYM,0.46,Night,1.18
2013-08-10,2013,ARI,0.51,42450.0,87.29,60,NYM,0.46,Night,1.17
2013-08-11,2013,ARI,0.51,28260.0,58.11,61,NYM,0.47,Day,1.03
2013-08-12,2013,ARI,0.51,18889.0,38.84,62,BAL,0.55,Night,0.85
2013-08-13,2013,ARI,0.52,20036.0,41.2,63,BAL,0.55,Night,0.85
2013-08-14,2013,ARI,0.52,19568.0,40.24,64,BAL,0.54,Day,0.87
2013-08-26,2013,ARI,0.52,16871.0,34.69,65,SDP,0.45,Night,0.41
2013-08-27,2013,ARI,0.52,19807.0,40.73,66,SDP,0.45,Night,0.48
2013-08-28,2013,ARI,0.52,20578.0,42.31,67,SDP,0.45,Night,0.66
2013-08-30,2013,ARI,0.51,24380.0,50.13,68,SFG,0.45,Night,0.43
2013-08-31,2013,ARI,0.51,36091.0,74.21,69,SFG,0.44,Night,0.34
2013-09-01,2013,ARI,0.51,33422.0,68.72,70,SFG,0.45,Day,0.34
2013-09-02,2013,ARI,0.51,21014.0,43.21,71,TOR,0.46,Day,0.28
2013-09-03,2013,ARI,0.5,19100.0,39.27,72,TOR,0.46,Night,0.16
2013-09-04,2013,ARI,0.51,16154.0,33.22,73,TOR,0.46,Day,0.08
2013-09-13,2013,ARI,0.5,31713.0,65.21,74,COL,0.46,Night,0.01
2013-09-14,2013,ARI,0.5,32237.0,66.29,75,COL,0.46,Night,0.01
2013-09-15,2013,ARI,0.51,26845.0,55.2,76,COL,0.45,Day,0.0
2013-09-16,2013,ARI,0.51,24933.0,51.27,77,LAD,0.57,Night,0.01
2013-09-17,2013,ARI,0.51,26304.0,54.09,78,LAD,0.58,Night,0.01
2013-09-18,2013,ARI,0.51,27305.0,56.15,79,LAD,0.57,Night,0.0
2013-09-19,2013,ARI,0.51,22763.0,46.81,80,LAD,0.58,Day,0.0
2013-09-27,2013,ARI,0.5,31037.0,63.82,81,WSN,0.53,Night,0.0
2013-09-28,2013,ARI,0.5,29673.0,61.01,82,WSN,0.53,Night,0.0
2013-09-29,2013,ARI,0.5,30420.0,62.55,83,WSN,0.53,Day,0.0
2014-03-22,2014,ARI,0.0,38266.0,78.68,1,LAD,1.0,Night,1.08
2014-03-23,2014,ARI,0.0,38079.0,78.3,2,LAD,1.0,Day,1.03
2014-03-31,2014,ARI,0.0,48541.0,99.81,3,SFG,1.0,Night,0.93
2014-04-01,2014,ARI,0.25,18974.0,39.01,4,SFG,0.5,Night,0.9
2014-04-02,2014,ARI,0.2,19357.0,39.8,5,SFG,0.67,Night,0.95
2014-04-03,2014,ARI,0.17,19131.0,39.34,6,SFG,0.75,Day,0.88
2014-04-11,2014,ARI,0.31,33349.0,68.57,7,LAD,0.64,Night,0.88
2014-04-12,2014,ARI,0.29,38374.0,78.91,8,LAD,0.67,Night,0.8
2014-04-13,2014,ARI,0.27,31757.0,65.3,9,LAD,0.69,Day,0.69
2014-04-14,2014,ARI,0.25,18099.0,37.22,10,NYM,0.46,Night,0.58
2014-04-15,2014,ARI,0.24,21969.0,45.17,11,NYM,0.5,Night,0.5
2014-04-16,2014,ARI,0.22,19673.0,40.45,12,NYM,0.53,Day,0.45
2014-04-25,2014,ARI,0.31,28168.0,57.92,13,PHI,0.48,Night,0.39
2014-04-26,2014,ARI,0.3,35462.0,72.92,14,PHI,0.5,Night,0.47
2014-04-27,2014,ARI,0.29,30022.0,61.73,15,PHI,0.52,Day,0.37
2014-04-28,2014,ARI,0.28,17127.0,35.22,16,COL,0.56,Night,0.36
2014-04-29,2014,ARI,0.27,19702.0,40.51,17,COL,0.57,Night,0.34
2014-04-30,2014,ARI,0.29,19135.0,39.35,18,COL,0.55,Night,0.26
2014-05-12,2014,ARI,0.37,16555.0,34.04,19,WSN,0.53,Night,0.37
2014-05-13,2014,ARI,0.38,19025.0,39.12,20,WSN,0.51,Night,0.29
2014-05-14,2014,ARI,0.37,18325.0,37.68,21,WSN,0.52,Day,0.35
2014-05-16,2014,ARI,0.36,31154.0,64.06,22,LAD,0.53,Night,0.35
2014-05-17,2014,ARI,0.38,36688.0,75.44,23,LAD,0.52,Night,0.29
2014-05-18,2014,ARI,0.39,35406.0,72.8,24,LAD,0.51,Day,0.34
2014-05-26,2014,ARI,0.4,35580.0,73.16,25,SDP,0.44,Night,0.26
2014-05-27,2014,ARI,0.39,17862.0,36.73,26,SDP,0.45,Night,0.31
2014-05-28,2014,ARI,0.4,22233.0,45.72,27,SDP,0.44,Night,0.25
2014-05-29,2014,ARI,0.41,18457.0,37.95,28,CIN,0.44,Night,0.27
2014-05-30,2014,ARI,0.4,19826.0,40.77,29,CIN,0.45,Night,0.32
2014-05-31,2014,ARI,0.4,23765.0,48.87,30,CIN,0.46,Night,0.27
2014-06-01,2014,ARI,0.39,24119.0,49.59,31,CIN,0.47,Day,0.22
2014-06-06,2014,ARI,0.41,24504.0,50.39,32,ATL,0.54,Night,0.34
2014-06-07,2014,ARI,0.42,29278.0,60.2,33,ATL,0.53,Night,0.28
2014-06-08,2014,ARI,0.43,26534.0,54.56,34,ATL,0.52,Day,0.29
2014-06-09,2014,ARI,0.42,18805.0,38.67,35,HOU,0.45,Night,0.32
2014-06-10,2014,ARI,0.43,17667.0,36.33,36,HOU,0.44,Day,0.27
2014-06-16,2014,ARI,0.41,18262.0,37.55,37,MIL,0.59,Night,0.19
2014-06-17,2014,ARI,0.41,18148.0,37.32,38,MIL,0.6,Night,0.17
2014-06-18,2014,ARI,0.41,19711.0,40.53,39,MIL,0.59,Night,0.14
2014-06-19,2014,ARI,0.41,22559.0,46.39,40,MIL,0.59,Day,0.16
2014-06-20,2014,ARI,0.42,29295.0,60.24,41,SFG,0.59,Night,0.15
2014-06-21,2014,ARI,0.41,37916.0,77.96,42,SFG,0.6,Night,0.21
2014-06-22,2014,ARI,0.41,27862.0,57.29,43,SFG,0.61,Day,0.15
2014-06-24,2014,ARI,0.41,20945.0,43.07,44,CLE,0.48,Night,0.07
2014-06-25,2014,ARI,0.41,21269.0,43.73,45,CLE,0.49,Night,0.11
2014-07-07,2014,ARI,0.42,17103.0,35.17,46,MIA,0.48,Night,0.05
2014-07-08,2014,ARI,0.41,18319.0,37.67,47,MIA,0.49,Night,0.06
2014-07-09,2014,ARI,0.42,18268.0,37.56,48,MIA,0.48,Day,0.06
2014-07-18,2014,ARI,0.42,32619.0,67.07,49,CHC,0.42,Night,0.04
2014-07-19,2014,ARI,0.43,32528.0,66.88,50,CHC,0.42,Night,0.05
2014-07-20,2014,ARI,0.43,37131.0,76.35,51,CHC,0.41,Day,0.06
2014-07-21,2014,ARI,0.43,25907.0,53.27,52,DET,0.57,Night,0.07
2014-07-22,2014,ARI,0.44,29515.0,60.69,53,DET,0.57,Night,0.04
2014-07-23,2014,ARI,0.43,24174.0,49.71,54,DET,0.57,Day,0.06
2014-07-31,2014,ARI,0.44,20145.0,41.42,55,PIT,0.53,Night,0.04
2014-08-01,2014,ARI,0.44,22766.0,46.81,56,PIT,0.53,Night,0.05
2014-08-02,2014,ARI,0.43,33151.0,68.17,57,PIT,0.54,Night,0.03
2014-08-03,2014,ARI,0.44,26913.0,55.34,58,PIT,0.53,Day,0.02
2014-08-05,2014,ARI,0.43,16677.0,34.29,59,KCR,0.52,Night,0.02
2014-08-06,2014,ARI,0.43,16157.0,33.22,60,KCR,0.53,Night,0.01
2014-08-07,2014,ARI,0.43,17809.0,36.62,61,KCR,0.53,Night,0.01
2014-08-08,2014,ARI,0.43,21782.0,44.79,62,COL,0.39,Night,0.01
2014-08-09,2014,ARI,0.44,24993.0,51.39,63,COL,0.38,Night,0.01
2014-08-10,2014,ARI,0.43,22104.0,45.45,64,COL,0.39,Day,0.01
2014-08-22,2014,ARI,0.42,24835.0,51.07,65,SDP,0.46,Night,0.0
2014-08-23,2014,ARI,0.42,30583.0,62.89,66,SDP,0.46,Night,0.0
2014-08-24,2014,ARI,0.42,20852.0,42.88,67,SDP,0.47,Day,0.0
2014-08-26,2014,ARI,0.42,21758.0,44.74,68,LAD,0.56,Night,0.0
2014-08-27,2014,ARI,0.41,28394.0,58.38,69,LAD,0.57,Night,0.0
2014-08-29,2014,ARI,0.42,22585.0,46.44,70,COL,0.39,Night,0.0
2014-08-30,2014,ARI,0.41,27272.0,56.08,71,COL,0.4,Night,0.0
2014-08-31,2014,ARI,0.42,22948.0,47.19,72,COL,0.39,Day,0.0
2014-09-12,2014,ARI,0.4,31238.0,64.23,73,SDP,0.47,Night,0.0
2014-09-13,2014,ARI,0.41,32429.0,66.68,74,SDP,0.46,Night,0.0
2014-09-14,2014,ARI,0.41,26075.0,53.62,75,SDP,0.46,Day,0.0
2014-09-15,2014,ARI,0.41,21731.0,44.68,76,SFG,0.55,Night,0.0
2014-09-16,2014,ARI,0.41,26339.0,54.16,77,SFG,0.55,Night,0.0
2014-09-17,2014,ARI,0.41,19272.0,39.63,78,SFG,0.55,Day,0.0
2014-09-26,2014,ARI,0.39,41963.0,86.29,79,STL,0.56,Night,0.0
2014-09-27,2014,ARI,0.4,39843.0,81.93,80,STL,0.55,Night,0.0
2014-09-28,2014,ARI,0.4,30617.0,62.96,81,STL,0.56,Day,0.0
2015-04-06,2015,ARI,0.0,49043.0,100.0,1,SFG,1.0,Night,1.05
2015-04-07,2015,ARI,0.5,22626.0,46.52,2,SFG,0.5,Night,1.03
2015-04-08,2015,ARI,0.33,21642.0,44.5,3,SFG,0.67,Night,1.04
2015-04-10,2015,ARI,0.5,27404.0,56.35,4,LAD,0.5,Night,0.96
2015-04-11,2015,ARI,0.6,37636.0,77.39,5,LAD,0.4,Night,1.02
2015-04-12,2015,ARI,0.5,29678.0,61.02,6,LAD,0.5,Day,1.05
2015-04-21,2015,ARI,0.5,18345.0,37.72,7,TEX,0.43,Night,0.93
2015-04-22,2015,ARI,0.53,17886.0,36.78,8,TEX,0.4,Night,0.9
2015-04-24,2015,ARI,0.5,24427.0,50.23,9,PIT,0.53,Night,1.01
2015-04-25,2015,ARI,0.47,38859.0,79.9,10,PIT,0.56,Night,0.96
2015-04-26,2015,ARI,0.44,32353.0,66.52,11,PIT,0.58,Day,0.88
2015-04-27,2015,ARI,0.42,17444.0,35.87,12,COL,0.58,Night,0.96
2015-04-28,2015,ARI,0.45,18792.0,38.64,13,COL,0.55,Night,0.88
2015-04-29,2015,ARI,0.48,19633.0,40.37,14,COL,0.52,Night,0.97
2015-05-07,2015,ARI,0.48,16929.0,34.81,15,SDP,0.5,Night,0.96
2015-05-08,2015,ARI,0.46,28677.0,58.97,16,SDP,0.52,Night,1.02
2015-05-09,2015,ARI,0.45,27340.0,56.22,17,SDP,0.53,Night,0.94
2015-05-10,2015,ARI,0.47,24881.0,51.16,18,SDP,0.52,Day,0.86
2015-05-11,2015,ARI,0.45,16406.0,33.73,19,WSN,0.55,Night,0.8
2015-05-12,2015,ARI,0.47,19053.0,39.18,20,WSN,0.53,Night,0.72
2015-05-13,2015,ARI,0.45,19026.0,39.12,21,WSN,0.54,Day,0.78
2015-05-22,2015,ARI,0.49,34498.0,70.94,22,CHC,0.56,Night,0.86
2015-05-23,2015,ARI,0.48,30502.0,62.72,23,CHC,0.57,Night,0.91
2015-05-24,2015,ARI,0.49,39660.0,81.55,24,CHC,0.56,Day,0.82
2015-06-01,2015,ARI,0.46,18258.0,37.54,25,ATL,0.51,Night,0.75
2015-06-02,2015,ARI,0.47,17101.0,35.16,26,ATL,0.5,Night,0.71
2015-06-03,2015,ARI,0.48,17717.0,36.43,27,ATL,0.49,Day,0.76
2015-06-04,2015,ARI,0.47,18954.0,38.97,28,NYM,0.55,Night,0.85
2015-06-05,2015,ARI,0.48,24332.0,50.03,29,NYM,0.54,Night,0.79
2015-06-06,2015,ARI,0.49,30265.0,62.23,30,NYM,0.53,Night,0.87
2015-06-07,2015,ARI,0.48,31575.0,64.93,31,NYM,0.53,Day,0.89
2015-06-17,2015,ARI,0.49,28481.0,58.56,32,LAA,0.5,Night,0.88
2015-06-18,2015,ARI,0.48,28942.0,59.51,33,LAA,0.51,Day,0.97
2015-06-19,2015,ARI,0.49,27394.0,56.33,34,SDP,0.47,Night,1.0
2015-06-20,2015,ARI,0.49,33649.0,69.19,35,SDP,0.48,Night,1.04
2015-06-21,2015,ARI,0.49,35590.0,73.18,36,SDP,0.47,Day,0.99
2015-06-29,2015,ARI,0.49,24215.0,49.79,37,LAD,0.55,Night,1.01
2015-06-30,2015,ARI,0.48,22404.0,46.07,38,LAD,0.56,Night,1.07
2015-07-01,2015,ARI,0.47,20277.0,41.69,39,LAD,0.56,Night,0.98
2015-07-02,2015,ARI,0.48,16861.0,34.67,40,COL,0.43,Night,0.68
2015-07-03,2015,ARI,0.49,22449.0,46.16,41,COL,0.42,Night,0.79
2015-07-04,2015,ARI,0.49,42113.0,86.59,42,COL,0.42,Night,0.96
2015-07-05,2015,ARI,0.49,22996.0,47.28,43,COL,0.43,Day,1.02
2015-07-17,2015,ARI,0.48,26922.0,55.36,44,SFG,0.52,Night,0.87
2015-07-18,2015,ARI,0.47,37609.0,77.33,45,SFG,0.53,Night,0.78
2015-07-19,2015,ARI,0.47,27173.0,55.87,46,SFG,0.53,Day,0.65
2015-07-20,2015,ARI,0.47,17668.0,36.33,47,MIA,0.41,Night,0.41
2015-07-21,2015,ARI,0.47,16983.0,34.92,48,MIA,0.41,Night,0.52
2015-07-22,2015,ARI,0.46,15857.0,32.61,49,MIA,0.42,Night,0.43
2015-07-23,2015,ARI,0.47,18011.0,37.03,50,MIL,0.44,Night,0.31
2015-07-24,2015,ARI,0.46,29956.0,61.6,51,MIL,0.44,Night,0.35
2015-07-25,2015,ARI,0.47,34957.0,71.88,52,MIL,0.44,Night,0.25
2015-07-26,2015,ARI,0.47,24216.0,49.79,53,MIL,0.43,Day,0.33
2015-08-07,2015,ARI,0.49,26836.0,55.18,54,CIN,0.45,Night,0.34
2015-08-08,2015,ARI,0.49,40512.0,83.3,55,CIN,0.45,Night,0.4
2015-08-09,2015,ARI,0.49,28116.0,57.81,56,CIN,0.45,Day,0.36
2015-08-10,2015,ARI,0.5,16495.0,33.92,57,PHI,0.4,Night,0.45
2015-08-11,2015,ARI,0.5,19836.0,40.79,58,PHI,0.39,Night,0.59
2015-08-12,2015,ARI,0.5,18047.0,37.11,59,PHI,0.4,Day,0.61
2015-08-24,2015,ARI,0.5,19892.0,40.9,60,STL,0.64,Night,0.71
2015-08-25,2015,ARI,0.5,18720.0,38.49,61,STL,0.64,Night,0.61
2015-08-26,2015,ARI,0.49,17572.0,36.13,62,STL,0.64,Night,0.43
2015-08-27,2015,ARI,0.49,22036.0,45.31,63,STL,0.65,Night,0.28
2015-08-28,2015,ARI,0.49,30059.0,61.81,64,OAK,0.43,Night,0.15
2015-08-29,2015,ARI,0.49,35990.0,74.0,65,OAK,0.43,Night,0.18
2015-08-30,2015,ARI,0.48,29576.0,60.81,66,OAK,0.44,Day,0.13
2015-09-07,2015,ARI,0.48,28078.0,57.73,67,SFG,0.51,Day,0.01
2015-09-08,2015,ARI,0.47,18683.0,38.42,68,SFG,0.52,Night,0.0
2015-09-09,2015,ARI,0.48,20576.0,42.31,69,SFG,0.51,Night,0.0
2015-09-11,2015,ARI,0.48,35615.0,73.23,70,LAD,0.57,Night,0.0
2015-09-12,2015,ARI,0.48,42517.0,87.42,71,LAD,0.57,Night,0.01
